Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,,,,,,,
,,,,,,,,1725,0,0,,,,,,
,,,,,,,,1726,0,0,,,,,,
,,,,,,,,1727,0,0,,,,,,
,,,,,,,,1728,0,0,,,,,,
,,,,,,,,1729,0,0,,,,,,
,,,,,,,,1730,0,0,,,,,,
,,,,,,,,1731,0,0,,,,,,
,,,,,,,,1732,0,0,,,,,,
,,,,,,,,1733,0,0,,,,,,
,,,,,,,,1734,0,0,,,,,,
,,,,,,,,1735,0,0,,,,,,
,,,,,,,,1736,0,0,,,,,,
,,,,,,,,1737,0,0,,,,,,
,,,,,,,,1738,0,0,,,,,,
,,,,,,,,1739,0,0,,,,,,
,,,,,,,,1740,0,0,,,,,,
,,,,,,,,1741,0,0,,,,,,
,,,,,,,,1742,0,0,,,,,,
,,,,,,,,1743,0,0,,,,,,
,,,,,,,,1744,0,0,,,,,,
,,,,,,,,1745,0,0,,,,,,
,,,,,,,,1746,0,0,,,,,,
,,,,,,,,1747,0,0,,,,,,
,,,,,,,,1748,0,0,,,,,,
,,,,,,,,1749,0,0,,,,,,
,,,,,,,,1750,0,0,,,,,,
,,,,,,,,1751,0,0,,,,,,
,,,,,,,,1752,0,0,,,,,,
,,,,,,,,1753,0,0,,,,,,
,,,,,,,,1754,0,0,,,,,,
,,,,,,,,1755,0,0,,,,,,
,,,,,,,,1756,0,0,,,,,,
,,,,,,,,1757,0,0,,,,,,
,,,,,,,,1758,0,0,,,,,,
,,,,,,,,1759,0,0,,,,,,
,,,,,,,,1760,0,0,,,,,,
,,,,,,,,1761,0,0,,,,,,
,,,,,,,,1762,0,0,,,,,,
,,,,,,,,1763,0,0,,,,,,
,,,,,,,,1764,0,0,,,,,,
,,,,,,,,1765,0,0,,,,,,
,,,,,,,,1766,0,0,,,,,,
,,,,,,,,1767,0,0,,,,,,
,,,,,,,,1768,0,0,,,,,,
,,,,,,,,1769,0,0,,,,,,
,,,,,,,,1770,0,0,,,,,,
,,,,,,,,1771,0,0,,,,,,
,,,,,,,,1772,0,0,,,,,,
,,,,,,,,1773,0,0,,,,,,
,,,,,,,,1774,0,0,,,,,,
,,,,,,,,1775,0,0,,,,,,
,,,,,,,,1776,0,0,,,,,,
,,,,,,,,1777,0,0,,,,,,
,,,,,,,,1778,0,0,,,,,,
,,,,,,,,1779,0,0,,,,,,
,,,,,,,,1780,0,0,,,,,,
,,,,,,,,1781,0,0,,,,,,
,,,,,,,,1782,0,0,,,,,,
,,,,,,,,1783,0,0,,,,,,
,,,,,,,,1784,0,0,,,,,,
,,,,,,,,1785,0,0,,,,,,
,,,,,,,,1786,0,0,,,,,,
,,,,,,,,1787,0,0,,,,,,
,,,,,,,,1788,0,0,,,,,,
,,,,,,,,1789,0,0,,,,,,
,,,,,,,,1790,0,0,,,,,,
,,,,,,,,1791,0,0,,,,,,
,,,,,,,,1792,0,0,,,,,,
,,,,,,,,1793,0,0,,,,,,
,,,,,,,,1794,0,0,,,,,,
,,,,,,,,1795,0,0,,,,,,
,,,,,,,,1796,0,0,,,,,,
,,,,,,,,1797,0,0,,,,,,
,,,,,,,,1798,0,0,,,,,,
,,,,,,,,1799,0,0,,,,,,
,,,,,,,,1800,0,0,,,,,,
,,,,,,,,1801,0,0,,,,,,
,,,,,,,,1802,0,0,,,,,,
,,,,,,,,1803,0,0,,,,,,
,,,,,,,,1804,0,0,,,,,,
,,,,,,,,1805,0,0,,,,,,
,,,,,,,,1806,0,0,,,,,,
,,,,,,,,1807,0,0,,,,,,
,,,,,,,,1808,0,0,,,,,,
,,,,,,,,1809,0,0,,,,,,
,,,,,,,,1810,0,0,,,,,,
,,,,,,,,1811,0,0,,,,,,
,,,,,,,,1812,0,0,,,,,,
,,,,,,,,1813,0,0,,,,,,
,,,,,,,,1814,0,0,,,,,,
,,,,,,,,1815,0,0,,,,,,
,,,,,,,,1816,0,0,,,,,,
,,,,,,,,1817,0,0,,,,,,
,,,,,,,,1818,0,0,,,,,,
,,,,,,,,1819,0,0,,,,,,
,,,,,,,,1820,0,0,,,,,,
,,,,,,,,1821,0,0,,,,,,
,,,,,,,,1822,0,0,,,,,,
,,,,,,,,1823,0,0,,,,,,
,,,,,,,,1824,0,0,,,,,,
,,,,,,,,1825,0,0,,,,,,
,,,,,,,,1826,0,0,,,,,,
,,,,,,,,1827,0,0,,,,,,
,,,,,,,,1828,0,0,,,,,,
,,,,,,,,1829,0,0,,,,,,
,,,,,,,,1830,0,0,,,,,,
,,,,,,,,1831,0,0,,,,,,
,,,,,,,,1832,0,0,,,,,,
,,,,,,,,1833,0,0,,,,,,
,,,,,,,,1834,0,0,,,,,,
,,,,,,,,1835,0,0,,,,,,
,,,,,,,,1836,0,0,,,,,,
,,,,,,,,1837,0,0,,,,,,
,,,,,,,,1838,0,0,,,,,,
,,,,,,,,1839,0,0,,,,,,
,,,,,,,,1840,0,0,,,,,,
,,,,,,,,1841,0,0,,,,,,
,,,,,,,,1842,0,0,,,,,,
,,,,,,,,1843,0,0,,,,,,
,,,,,,,,1844,0,0,,,,,,
,,,,,,,,1845,0,0,,,,,,
,,,,,,,,1846,0,0,,,,,,
,,,,,,,,1847,0,0,,,,,,
,,,,,,,,1848,0,0,,,,,,
,,,,,,,,1849,0,0,,,,,,
,,,,,,,,1850,0,0,,,,,,
,,,,,,,,1851,0,0,,,,,,
,,,,,,,,1852,0,0,,,,,,
,,,,,,,,1853,0,0,,,,,,
,,,,,,,,1854,0,0,,,,,,
,,,,,,,,1855,0,0,,,,,,
,,,,,,,,1856,0,0,,,,,,
,,,,,,,,1857,0,0,,,,,,
,,,,,,,,1858,0,0,,,,,,
,,,,,,,,1859,0,0,,,,,,
,,,,,,,,1860,0,0,,,,,,
,,,,,,,,1861,0,0,,,,,,
,,,,,,,,1862,0,0,,,,,,
,,,,,,,,1863,0,0,,,,,,
,,,,,,,,1864,0,0,,,,,,
,,,,,,,,1865,0,0,,,,,,
,,,,,,,,1866,0,0,,,,,,
,,,,,,,,1867,0,0,,,,,,
,,,,,,,,1868,0,0,,,,,,
,,,,,,,,1869,0,0,,,,,,
,,,,,,,,1870,0,0,,,,,,
,,,,,,,,1871,0,0,,,,,,
,,,,,,,,1872,0,0,,,,,,
,,,,,,,,1873,0,0,,,,,,
,,,,,,,,1874,0,0,,,,,,
,,,,,,,,1875,0,0,,,,,,
,,,,,,,,1876,0,0,,,,,,
,,,,,,,,1877,0,0,,,,,,
,,,,,,,,1878,0,0,,,,,,
,,,,,,,,1879,0,0,,,,,,
,,,,,,,,1880,0,0,,,,,,
,,,,,,,,1881,0,0,,,,,,
,,,,,,,,1882,0,0,,,,,,
,,,,,,,,1883,0,0,,,,,,
,,,,,,,,1884,0,0,,,,,,
,,,,,,,,1885,0,0,,,,,,
,,,,,,,,1886,0,0,,,,,,
,,,,,,,,1887,0,0,,,,,,
,,,,,,,,1888,0,0,,,,,,
,,,,,,,,1889,0,0,,,,,,
,,,,,,,,1890,0,0,,,,,,
,,,,,,,,1891,0,0,,,,,,
,,,,,,,,1892,0,0,,,,,,
,,,,,,,,1893,0,0,,,,,,
,,,,,,,,1894,0,0,,,,,,
,,,,,,,,1895,0,0,,,,,,
,,,,,,,,1896,0,0,,,,,,
,,,,,,,,1897,0,0,,,,,,
,,,,,,,,1898,0,0,,,,,,
,,,,,,,,1899,0,0,,,,,,
,,,,,,,,1900,0,0,,,,,,
,,,,,,,,1901,0,0,,,,,,
,,,,,,,,1902,0,0,,,,,,
,,,,,,,,1903,0,0,,,,,,
,,,,,,,,1904,0,0,,,,,,
,,,,,,,,1905,0,0,,,,,,
,,,,,,,,1906,0,0,,,,,,
,,,,,,,,1907,0,0,,,,,,
,,,,,,,,1908,0,0,,,,,,
,,,,,,,,1909,0,0,,,,,,
,,,,,,,,1910,0,0,,,,,,
,,,,,,,,1911,0,0,,,,,,
,,,,,,,,1912,0,0,,,,,,
,,,,,,,,1913,0,0,,,,,,
,,,,,,,,1914,0,0,,,,,,
,,,,,,,,1915,0,0,,,,,,
,,,,,,,,1916,0,0,,,,,,
,,,,,,,,1917,0,0,,,,,,
,,,,,,,,1918,0,0,,,,,,
,,,,,,,,1919,0,0,,,,,,
,,,,,,,,1920,0,0,,,,,,
,,,,,,,,1921,1.273048999,1.172383876,,,,,,
,,,,,,,,1922,1.250579245,1.172383876,,,,,,
,,,,,,,,1923,1.233300085,1.172383876,,,,,,
,,,,,,,,1924,1.208198141,1.172383876,,,,,,
,,,,,,,,1925,1.182447835,1.172383876,,,,,,
,,,,,,,,1926,1.161966765,1.172383876,,,,,,
,,,,,,,,1927,1.147768844,1.172383876,,,,,,
,,,,,,,,1928,1.132782259,1.172383876,,,,,,
,,,,,,,,1929,1.12637024,1.172383876,,,,,,
,,,,,,,,1930,1.124844203,1.172383876,,,,,,
,,,,,,,,1931,1.112328966,1.172383876,,,,,,
,,,,,,,,1932,1.116525895,1.172383876,,,,,,
,,,,,,,,1933,1.119387361,1.172383876,,,,,,
,,,,,,,,1934,1.109886182,1.172383876,,,,,,
,,,,,,,,1935,1.107473616,1.172383876,,,,,,
,,,,,,,,1936,1.130487989,1.172383876,,,,,,
,,,,,,,,1937,1.123633566,1.172383876,,,,,,
,,,,,,,,1938,1.114046328,1.172383876,,,,,,
,,,,,,,,1939,1.103265972,1.172383876,,,,,,
,,,,,,,,1940,1.097774978,1.172383876,,,,,,
,,,,,,,,1941,1.091053114,1.172383876,,,,,,
,,,,,,,,1942,1.084056955,1.172383876,,,,,,
,,,,,,,,1943,1.08264277,1.172383876,,,,,,
,,,,,,,,1944,1.074163691,1.172383876,,,,,,
,,,,,,,,1945,1.072520176,1.172383876,,,,,,
,,,,,,,,1946,1.065369863,1.172383876,,,,,,
,,,,,,,,1947,1.055925135,1.172383876,,,,,,
,,,,,,,,1948,1.055265722,1.172383876,,,,,,
,,,,,,,,1949,1.055051996,1.172383876,,,,,,
,,,,,,,,1950,1.047296225,1.172383876,,,,,,
,,,,,,,,1951,1.044266389,1.172383876,,,,,,
,,,,,,,,1952,1.038687643,1.172383876,,,,,,
,,,,,,,,1953,1.030390157,1.172383876,,,,,,
,,,,,,,,1954,0.890074903,1.172383876,,,,,,
,,,,,,,,1955,0.895101383,1.172383876,,,,,,
,,,,,,,,1956,0.871632673,1.172383876,,,,,,
,,,,,,,,1957,0.894390721,1.172383876,,,,,,
,,,,,,,,1958,0.89123043,1.172383876,,,,,,
,,,,,,,,1959,0.866542184,1.172383876,,,,,,
,,,,,,,,1960,0.886108981,1.172383876,,,,,,
,,,,,,,,1961,0.885388094,1.172383876,,,,,,
,,,,,,,,1962,0.859540312,1.172383876,,,,,,
,,,,,,,,1963,0.878463607,1.172383876,,,,,,
,,,,,,,,1964,0.877207057,1.172383876,,,,,,
,,,,,,,,1965,0.852978344,1.172383876,,,,,,
,,,,,,,,1966,0.866446124,1.172383876,,,,,,
,,,,,,,,1967,0.86331642,1.172383876,,,,,,
,,,,,,,,1968,0.840415958,1.172383876,,,,,,
,,,,,,,,1969,0.849796054,1.172383876,,,,,,
,,,,,,,,1970,0.848905035,1.172383876,,,,,,
,,,,,,,,1971,0.831466619,1.172383876,,,,,,
,,,,,,,,1972,0.849347159,1.172383876,,,,,,
,,,,,,,,1973,0.849912544,1.172383876,,,,,,
,,,,,,,,1974,0.831561397,1.172383876,,,,,,
,,,,,,,,1975,0.849107472,1.172383876,,,,,,
,,,,,,,,1976,0.850269883,1.172383876,,,,,,
,,,,,,,,1977,0.817011315,1.172383876,,,,,,
,,,,,,,,1978,0.823148111,1.172383876,,,,,,
,,,,,,,,1979,0.822497181,1.172383876,,,,,,
,,,,,,,,1980,0.806103559,1.172383876,,,,,,
,,,,,,,,1981,0.828956445,1.172383876,,,,,,
,,,,,,,,1982,0.978475613,1.172383876,,,,,,
,,,,,,,,1983,0.99597255,1.172383876,,,,,,
,,,,,,,,1984,1.002759671,1.172383876,,,,,,
,,,,,,,,1985,0.998810823,1.172383876,,,,,,
,,,,,,,,1986,0.980161088,1.172383876,,,,,,
,,,,,,,,1987,0.904467745,1.172383876,,,,,,
,,,,,,,,1988,0.916823388,1.172383876,,,,,,
,,,,,,,,1989,0.924694678,1.172383876,,,,,,
,,,,,,,,1990,0.947534662,1.172383876,,,,,,
,,,,,,,,1991,0.967698862,1.172383876,,,,,,
,,,,,,,,1992,0.987532448,1.172383876,,,,,,
,,,,,,,,1993,1.007195154,1.172383876,,,,,,
,,,,,,,,1994,1.028276498,1.172383876,,,,,,
,,,,,,,,1995,1.044274575,1.172383876,,,,,,
,,,,,,,,1996,1.064773791,1.172383876,,,,,,
,,,,,,,,1997,1.092942238,1.172383876,,,,,,
,,,,,,,,1998,1.115187215,1.172383876,,,,,,
,,,,,,,,1999,1.119507701,1.172383876,,,,,,
,,,,,,,,2000,1.132743876,1.172383876,,,,,,
,,,,,,,,2001,1.141942211,1.172383876,,,,,,
,,,,,,,,2002,1.154865186,1.172383876,,,,,,
,,,,,,,,2003,1.159397353,1.172383876,,,,,,
,,,,,,,,2004,1.176720957,1.172383876,,,,,,
,,,,,,,,2005,1.177527664,1.172383876,,,,,,
,,,,,,,,2006,1.169866601,1.172383876,,,,,,
,,,,,,,,2007,1.169212178,1.172383876,,,,,,
,,,,,,,,2008,1.167746005,1.172383876,,,,,,
,,,,,,,,2009,1.165091081,1.172383876,,,,,,
,,,,,,,,2010,1.148097901,1.172383876,,,,,,
,,,,,,,,2011,1.111832284,1.172383876,,,,,,
,,,,,,,,2012,1.118743006,1.172383876,,,,,,
,,,,,,,,2013,1.114982877,1.172383876,,,,,,
,,,,,,,,2014,1.102215309,1.172383876,,,,,,
,,,,,,,,2015,1.062851474,1.172383876,,,,,,
,,,,,,,,2016,1.036258904,1.172383876,,,,,,
,,,,,,,,2017,1.019102764,1.172383876,,,,,,
,,,,,,,,2018,0.999631389,1.172383876,,,,,,
,,,,,,,,2019,0.98208212,1.172383876,,,,,,
,,,,,,,,2020,0.97161849,1.172383876,,,,,,
,,,,,,,,2021,0.937881251,1.172383876,,,,,,
,,,,,,,,2022,0.918476408,1.172383876,,,,,,
,,,,,,,,2023,0.906925161,1.172383876,,,,,,
,,,,,,,,2024,0.884186052,1.172383876,,,,,,
,,,,,,,,2025,0.870950342,1.172383876,,,,,,
,,,,,,,,2026,0.872342059,1.172383876,,,,,,
,,,,,,,,2027,0.857728299,1.172383876,,,,,,
,,,,,,,,2028,0.848969693,1.172383876,,,,,,
,,,,,,,,2029,0.850137571,1.172383876,,,,,,
,,,,,,,,2030,0.831725444,1.172383876,,,,,,
,,,,,,,,2031,0.827072284,1.172383876,,,,,,
,,,,,,,,2032,0.860061977,1.172383876,,,,,,
,,,,,,,,2033,0.844056578,1.172383876,,,,,,
,,,,,,,,2034,0.836295425,1.172383876,,,,,,
,,,,,,,,2035,0.83692013,1.172383876,,,,,,
,,,,,,,,2036,0.833899487,1.172383876,,,,,,
,,,,,,,,2037,0.82726149,1.172383876,,,,,,
,,,,,,,,2038,0.835060384,1.172383876,,,,,,
,,,,,,,,2039,0.832516685,1.172383876,,,,,,
,,,,,,,,2040,0.827715922,1.172383876,,,,,,
,,,,,,,,2041,0.838830114,1.172383876,,,,,,
,,,,,,,,2042,0.836014586,1.172383876,,,,,,
,,,,,,,,2043,0.832967767,1.172383876,,,,,,
,,,,,,,,2044,0.849781862,1.172383876,,,,,,
,,,,,,,,2045,0.84980505,1.172383876,,,,,,
,,,,,,,,2046,0.839236112,1.172383876,,,,,,
,,,,,,,,2047,0.852165937,1.172383876,,,,,,
,,,,,,,,2048,0.847456993,1.172383876,,,,,,
,,,,,,,,2049,0.837802511,1.172383876,,,,,,
,,,,,,,,2050,0.88010415,1.172383876,,,,,,
,,,,,,,,2051,0.882748646,1.172383876,,,,,,
,,,,,,,,2052,0.874334888,1.172383876,,,,,,
,,,,,,,,2053,0.885643744,1.172383876,,,,,,
,,,,,,,,2054,0.880782137,1.172383876,,,,,,
,,,,,,,,2055,0.868748905,1.172383876,,,,,,
,,,,,,,,2056,0.880791732,1.172383876,,,,,,
,,,,,,,,2057,0.874698451,1.172383876,,,,,,
,,,,,,,,2058,0.867074177,1.172383876,,,,,,
,,,,,,,,2059,0.881922266,1.172383876,,,,,,
,,,,,,,,2060,0.87956331,1.172383876,,,,,,
,,,,,,,,2061,0.870349226,1.172383876,,,,,,
,,,,,,,,2062,0.882214939,1.172383876,,,,,,
,,,,,,,,2063,0.877693648,1.172383876,,,,,,
,,,,,,,,2064,0.865678249,1.172383876,,,,,,
,,,,,,,,2065,0.87745193,1.172383876,,,,,,
,,,,,,,,2066,0.87173503,1.172383876,,,,,,
,,,,,,,,2067,0.8582093,1.172383876,,,,,,
,,,,,,,,2068,0.868425234,1.172383876,,,,,,
,,,,,,,,2069,0.864888423,1.172383876,,,,,,
,,,,,,,,2070,0.98300265,1.172383876,,,,,,
,,,,,,,,2071,1.036653233,1.172383876,,,,,,
,,,,,,,,2072,1.010902068,1.172383876,,,,,,
,,,,,,,,2073,1.004425535,1.172383876,,,,,,
,,,,,,,,2074,0.971876233,1.172383876,,,,,,
,,,,,,,,2075,0.857939259,1.172383876,,,,,,
,,,,,,,,2076,0.861994201,1.172383876,,,,,,
,,,,,,,,2077,0.874472961,1.172383876,,,,,,
,,,,,,,,2078,0.894894064,1.172383876,,,,,,
,,,,,,,,2079,0.915961384,1.172383876,,,,,,
,,,,,,,,2080,0.9627904,1.172383876,,,,,,
,,,,,,,,2081,1.009432316,1.172383876,,,,,,
,,,,,,,,2082,1.05458603,1.172383876,,,,,,
,,,,,,,,2083,1.107925144,1.172383876,,,,,,
,,,,,,,,2084,1.157554674,1.172383876,,,,,,
,,,,,,,,2085,1.205924449,1.172383876,,,,,,
,,,,,,,,2086,1.263753738,1.172383876,,,,,,
,,,,,,,,2087,1.319594148,1.172383876,,,,,,
,,,,,,,,2088,1.386065598,1.172383876,,,,,,
,,,,,,,,2089,1.426561814,1.172383876,,,,,,
,,,,,,,,2090,1.469872463,1.172383876,,,,,,
,,,,,,,,2091,1.515698023,1.172383876,,,,,,
,,,,,,,,2092,1.556222759,1.172383876,,,,,,
,,,,,,,,2093,1.593080021,1.172383876,,,,,,
,,,,,,,,2094,1.620675153,1.172383876,,,,,,
,,,,,,,,2095,1.644914865,1.172383876,,,,,,
,,,,,,,,2096,1.660725764,1.172383876,,,,,,
,,,,,,,,2097,1.668639003,1.172383876,,,,,,
,,,,,,,,2098,1.660517492,1.172383876,,,,,,
,,,,,,,,2099,1.645829272,1.172383876,,,,,,
,,,,,,,,2100,1.609486611,1.172383876,,,,,,
,,,,,,,,2101,1.601226013,1.172383876,,,,,,
,,,,,,,,2102,1.581746846,1.172383876,,,,,,
,,,,,,,,2103,1.566880265,1.172383876,,,,,,
,,,,,,,,2104,1.562687131,1.172383876,,,,,,
,,,,,,,,2105,1.545518142,1.172383876,,,,,,
,,,,,,,,2106,1.488454207,1.172383876,,,,,,
,,,,,,,,2107,1.438710101,1.172383876,,,,,,
,,,,,,,,2108,1.398265139,1.172383876,,,,,,
,,,,,,,,2109,1.365627091,1.172383876,,,,,,
,,,,,,,,2110,1.336064847,1.172383876,,,,,,
,,,,,,,,2111,1.293766134,1.172383876,,,,,,
,,,,,,,,2112,1.219773423,1.172383876,,,,,,
,,,,,,,,2113,1.189514928,1.172383876,,,,,,
,,,,,,,,2114,1.170243185,1.172383876,,,,,,
,,,,,,,,2115,1.144365527,1.172383876,,,,,,
,,,,,,,,2116,1.08439264,1.172383876,,,,,,
,,,,,,,,2117,1.049770827,1.172383876,,,,,,
,,,,,,,,2118,1.02570734,1.172383876,,,,,,
,,,,,,,,2119,1.006874281,1.172383876,,,,,,
,,,,,,,,2120,0.9769037,1.172383876,,,,,,
,,,,,,,,2121,0.974213449,1.172383876,,,,,,
,,,,,,,,2122,0.960386104,1.172383876,,,,,,
,,,,,,,,2123,0.938995606,1.172383876,,,,,,
,,,,,,,,2124,0.934436295,1.172383876,,,,,,
,,,,,,,,2125,0.922511868,1.172383876,,,,,,
,,,,,,,,2126,0.8974205,1.172383876,,,,,,
,,,,,,,,2127,0.895011557,1.172383876,,,,,,
,,,,,,,,2128,0.911556631,1.172383876,,,,,,
,,,,,,,,2129,0.88654445,1.172383876,,,,,,
,,,,,,,,2130,0.888709692,1.172383876,,,,,,
,,,,,,,,2131,0.876526,1.172383876,,,,,,
,,,,,,,,2132,0.85729953,1.172383876,,,,,,
,,,,,,,,2133,0.864172099,1.172383876,,,,,,
,,,,,,,,2134,0.865027556,1.172383876,,,,,,
,,,,,,,,2135,0.849497441,1.172383876,,,,,,
,,,,,,,,2136,0.855803913,1.172383876,,,,,,
,,,,,,,,2137,0.854245968,1.172383876,,,,,,
,,,,,,,,2138,0.836020094,1.172383876,,,,,,
,,,,,,,,2139,0.841910199,1.172383876,,,,,,
,,,,,,,,2140,0.840644622,1.172383876,,,,,,
,,,,,,,,2141,0.838940482,1.172383876,,,,,,
,,,,,,,,2142,0.839012618,1.172383876,,,,,,
,,,,,,,,2143,0.833765105,1.172383876,,,,,,
,,,,,,,,2144,0.82498595,1.172383876,,,,,,
,,,,,,,,2145,0.828901202,1.172383876,,,,,,
,,,,,,,,2146,0.815005816,1.172383876,,,,,,
,,,,,,,,2147,0.809011801,1.172383876,,,,,,
,,,,,,,,2148,0.816697769,1.172383876,,,,,,
,,,,,,,,2149,0.810217482,1.172383876,,,,,,
,,,,,,,,2150,0.801899401,1.172383876,,,,,,
,,,,,,,,2151,0.806075328,1.172383876,,,,,,
,,,,,,,,2152,0.801464127,1.172383876,,,,,,
,,,,,,,,2153,0.798446983,1.172383876,,,,,,
,,,,,,,,2154,0.812964137,1.172383876,,,,,,
,,,,,,,,2155,0.807267447,1.172383876,,,,,,
,,,,,,,,2156,0.801171658,1.172383876,,,,,,
,,,,,,,,2157,0.80743221,1.172383876,,,,,,
,,,,,,,,2158,0.813183726,1.172383876,,,,,,
,,,,,,,,2159,0.797531931,1.172383876,,,,,,
,,,,,,,,2160,0.804525658,1.172383876,,,,,,
,,,,,,,,2161,0.804639456,1.172383876,,,,,,
,,,,,,,,2162,0.801256189,1.172383876,,,,,,
,,,,,,,,2163,0.811876264,1.172383876,,,,,,
,,,,,,,,2164,0.806294162,1.172383876,,,,,,
,,,,,,,,2165,0.799277238,1.172383876,,,,,,
,,,,,,,,2166,0.96709523,1.172383876,,,,,,
,,,,,,,,2167,1.021682639,1.172383876,,,,,,
,,,,,,,,2168,0.969401294,1.172383876,,,,,,
,,,,,,,,2169,0.975722136,1.172383876,,,,,,
,,,,,,,,2170,0.957212822,1.172383876,,,,,,
,,,,,,,,2171,0.8238619,1.172383876,,,,,,
,,,,,,,,2172,0.830963135,1.172383876,,,,,,
,,,,,,,,2173,0.851374909,1.172383876,,,,,,
,,,,,,,,2174,0.879305162,1.172383876,,,,,,
,,,,,,,,2175,0.899028291,1.172383876,,,,,,
,,,,,,,,2176,0.943650614,1.172383876,,,,,,
,,,,,,,,2177,0.999675157,1.172383876,,,,,,
,,,,,,,,2178,1.050824032,1.172383876,,,,,,
,,,,,,,,2179,1.09520484,1.172383876,,,,,,
,,,,,,,,2180,1.146787998,1.172383876,,,,,,
,,,,,,,,2181,1.190970795,1.172383876,,,,,,
,,,,,,,,2182,1.249480036,1.172383876,,,,,,
,,,,,,,,2183,1.305601601,1.172383876,,,,,,
,,,,,,,,2184,1.368994717,1.172383876,,,,,,
,,,,,,,,2185,1.411938607,1.172383876,,,,,,
,,,,,,,,2186,1.454632228,1.172383876,,,,,,
,,,,,,,,2187,1.501667853,1.172383876,,,,,,
,,,,,,,,2188,1.54130668,1.172383876,,,,,,
,,,,,,,,2189,1.575746593,1.172383876,,,,,,
,,,,,,,,2190,1.601852882,1.172383876,,,,,,
,,,,,,,,2191,1.623658653,1.172383876,,,,,,
,,,,,,,,2192,1.635435446,1.172383876,,,,,,
,,,,,,,,2193,1.64126166,1.172383876,,,,,,
,,,,,,,,2194,1.636242174,1.172383876,,,,,,
,,,,,,,,2195,1.616527751,1.172383876,,,,,,
,,,,,,,,2196,1.578146451,1.172383876,,,,,,
,,,,,,,,2197,1.566999677,1.172383876,,,,,,
,,,,,,,,2198,1.54848231,1.172383876,,,,,,
,,,,,,,,2199,1.533425365,1.172383876,,,,,,
,,,,,,,,2200,1.528962814,1.172383876,,,,,,
,,,,,,,,2201,1.51359917,1.172383876,,,,,,
,,,,,,,,2202,1.456934785,1.172383876,,,,,,
,,,,,,,,2203,1.411734411,1.172383876,,,,,,
,,,,,,,,2204,1.37188348,1.172383876,,,,,,
,,,,,,,,2205,1.345823199,1.172383876,,,,,,
,,,,,,,,2206,1.318022519,1.172383876,,,,,,
,,,,,,,,2207,1.27437497,1.172383876,,,,,,
,,,,,,,,2208,1.201516535,1.172383876,,,,,,
,,,,,,,,2209,1.170753123,1.172383876,,,,,,
,,,,,,,,2210,1.16014562,1.172383876,,,,,,
,,,,,,,,2211,1.139522101,1.172383876,,,,,,
,,,,,,,,2212,1.086269167,1.172383876,,,,,,
,,,,,,,,2213,1.053016618,1.172383876,,,,,,
,,,,,,,,2214,1.03307576,1.172383876,,,,,,
,,,,,,,,2215,1.011713982,1.172383876,,,,,,
,,,,,,,,2216,0.987547172,1.172383876,,,,,,
,,,,,,,,2217,0.985665931,1.172383876,,,,,,
,,,,,,,,2218,0.967727554,1.172383876,,,,,,
,,,,,,,,2219,0.942312458,1.172383876,,,,,,
,,,,,,,,2220,0.955940216,1.172383876,,,,,,
,,,,,,,,2221,0.946316962,1.172383876,,,,,,
,,,,,,,,2222,0.910199383,1.172383876,,,,,,
,,,,,,,,2223,0.918226186,1.172383876,,,,,,
,,,,,,,,2224,0.931379456,1.172383876,,,,,,
,,,,,,,,2225,0.902146932,1.172383876,,,,,,
,,,,,,,,2226,0.911195822,1.172383876,,,,,,
,,,,,,,,2227,0.911820368,1.172383876,,,,,,
,,,,,,,,2228,0.884550705,1.172383876,,,,,,
,,,,,,,,2229,0.889076955,1.172383876,,,,,,
,,,,,,,,2230,0.885457443,1.172383876,,,,,,
,,,,,,,,2231,0.87000077,1.172383876,,,,,,
,,,,,,,,2232,0.880619018,1.172383876,,,,,,
,,,,,,,,2233,0.87873126,1.172383876,,,,,,
,,,,,,,,2234,0.865565872,1.172383876,,,,,,
,,,,,,,,2235,0.879853174,1.172383876,,,,,,
,,,,,,,,2236,0.872504223,1.172383876,,,,,,
,,,,,,,,2237,0.865005813,1.172383876,,,,,,
,,,,,,,,2238,0.877080539,1.172383876,,,,,,
,,,,,,,,2239,0.872022428,1.172383876,,,,,,
,,,,,,,,2240,0.861804658,1.172383876,,,,,,
,,,,,,,,2241,0.874857352,1.172383876,,,,,,
,,,,,,,,2242,0.874418283,1.172383876,,,,,,
,,,,,,,,2243,0.865021857,1.172383876,,,,,,
,,,,,,,,2244,0.876634942,1.172383876,,,,,,
,,,,,,,,2245,0.883238115,1.172383876,,,,,,
,,,,,,,,2246,0.872337584,1.172383876,,,,,,
,,,,,,,,2247,0.874399742,1.172383876,,,,,,
,,,,,,,,2248,0.876115072,1.172383876,,,,,,
,,,,,,,,2249,0.8634984,1.172383876,,,,,,
,,,,,,,,2250,0.870566951,1.172383876,,,,,,
,,,,,,,,2251,0.866885093,1.172383876,,,,,,
,,,,,,,,2252,0.85736605,1.172383876,,,,,,
,,,,,,,,2253,0.867485696,1.172383876,,,,,,
,,,,,,,,2254,0.875327175,1.172383876,,,,,,
,,,,,,,,2255,0.871881897,1.172383876,,,,,,
,,,,,,,,2256,0.876681643,1.172383876,,,,,,
,,,,,,,,2257,0.882940102,1.172383876,,,,,,
